filename,authors,dimension,domain,attribute,score,score_desc,dont_know,not_relevant,quality,importance,mech_apply_yn,mech_apply_notes,notes,case_study
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Ecological,Assets,Genetic diversity,2,NA,Don't know,NA,D - not confident that the answer provided reflects the true state of the system,low,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Ecological,Assets,Species diversity,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Ecological,Flexibility,Adult mobility,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Ecological,Flexibility,Larval dispersal,3,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Ecological,Flexibility,Environmental niche breadth,3,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,Many HMS have specific oxygen requirements.,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Ecological,Flexibility,Dietary flexibility,4,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,"Many HMS are considered opportunistic feeders, as they can adapt to changes in prey availability.",US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Ecological,Flexibility,Habitat diversity,3,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,Some species (e.g. bluefin tuna) have specific spawning sites and other (e.g. coastal sharks) have specific nusery areas.,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Ecological,Flexibility,Plasticity,3,NA,NA,NA,A - adequate and reliable data/information,high,no,"Many HMS have a specific thermal and oxygen range, with less capacity for adaptive capacity. However, there is a lack of scientific information on this subject. Also, obligate ram-ventilating species are less adapted to reduced oxygen levels due to changes in thermal conditions (i.e., warmer waters reduces oxygen solubility",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2992732/,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Ecological,Flexibility,Evolutionary potential,2,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,medium,no,"The majority of HMS are considered k-seleceted species, with late maturity. These traits are, generally, not conducive to quick changes in genetic variations",NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Ecological,Organization,Ecosystem connectivity,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,Many HMS are able to undergo extensive migrations across the Atlantic and Gulf of Mexico,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Ecological,Organization,Population modularity,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,The only exception might be for western Atlantic bluefin tuna (bycatch species) as the population is known to a primary spawning ground in the northern Gulf of Mexico.,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Socio-economic,Assets,Wealth and reserves,2,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,high,no,Fishermen are often expressing that their businesses are struggling.,"Response to 2.2.3.1 may be informative in shaping the response to this attribute.

",US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Socio-economic,Assets,Economic diversity,2,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,high,no,Fishermen are very dependent on markets for fresh fish (restaurants and retailers) and very few buyers.,Responses to 2.2.3.7 and 2.2.3.10 may be informative in shaping the response to this attribute.,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Socio-economic,Assets,Social diversity,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,"The fleet has several subfleets (had more historically); today, there is an Atlantic fleet and a Gulf fleet, which are socially very distinct.",US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Socio-economic,Flexibility,Flexible and agile infrstructure,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Socio-economic,Flexibility,Mobility,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,low,yes,NA,"While the fishermen often travel far distances to chase HMS, they have limited ability to pursue new species/occupations.",US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Socio-economic,Flexibility,Economic opportunity,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,low,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Socio-economic,Flexibility,Resilience mindset,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Socio-economic,Flexibility,Place attachment,3,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Socio-economic,Organization,Social capital,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Socio-economic,Organization,Technology transfer,4,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Socio-economic,Organization,Modular infrastructure,2,NA,NA,NA,D - not confident that the answer provided reflects the true state of the system,medium,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Socio-economic,Learning,Knowledge diversity,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,no,"While various sources of local knowledge exist, they are often not incorporated into management given the top down nature of the fishery.",Responses to 2.4.2.1 and 2.4.8.1 may be informative in shaping the response to this attribute.,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Socio-economic,Learning,Knowledge access,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,medium,yes,NA,"While information about the fishery is available, NMFS often only shares information right before an Advisory Panel meeting, giving stakeholders very little time to prepare before meetings. Also, they do not share information in Vietnamese, which is the  language spoken by PLL fishermen in the Gulf of Mexico.",US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Socio-economic,Learning,Learning capacity,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Socio-economic,Agency,Agency,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,"Responses to 2.3.4.1, 2.3.6.1, and 2.3.7.1 may be informative in shaping the response to this attribute.",US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Governance,Flexibility,Responsive,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Governance,Organization,Participatory,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,no,"Top down management style. While an ""advisory panel"" of various stakeholders exists to inform management decisions, all decisions are made by NMFS.","Top down management style. While an ""advisory panel"" of various stakeholders exists to inform management decisions, all decisions are made by NMFS.",US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Governance,Organization,Equitable and inclusive,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,no,Vietnamese-American fishermen in the Gulf are not represented in decision-making.,Vietnamese-American fishermen in the Gulf are not represented in decision-making.,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Governance,Organization,Accountable,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,low,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Governance,Organization,Transparent,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,"While information about the fishery and decision making is largely made public, stakeholders do not have access to policy deliberations.","While information about the fishery and decision making is largely made public, stakeholders do not have access to policy deliberations.",US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Governance,Organization,Effective and efficient,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Governance,Organization,Polycentric,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,no,"While bodies exist to manage species at the various levels, they largely fail to effectively manage species across their ranges.","While bodies exist to manage species at the various levels, they largely fail to effectively manage species across their ranges.",US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Governance,Organization,Cross-scale integration,2,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,no,"Same as above. Sectors are managed separately despte impacting the same species. In addition, there are issues with impacts from non-HMS managed fisheries (e.g. state and regional council managed fisheries).","Same as above. Sectors are managed separately despte impacting the same species. In addition, there are issues with impacts from non-HMS managed fisheries (e.g. state and regional council managed fisheries).",US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Governance,Learning,Adaptive,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,NA,US Atlantic pelagic longline
Updated Westfall_AtlanticandGulfPLLFishery_Case Study.xlsx,Westfall,Governance,Agency,Leadership and initiative,3,NA,NA,NA,C - fairly confident that the answer provided reflects the true state of the system,low,yes,NA,NA,US Atlantic pelagic longline
Zhao_Moorea_coral_reef_fishery_Case_Study.xlsx,Zhao,Ecological,Assets,Population abundance,3,NA,NA,NA,B - limited data/information and expert judgement,high,yes,yes to all but also herbivores help confer resilience by removing algae and protecting from transition to algal dominated state. this type of interaction could be included in the mechanism,"""Over the past decade, fishers in most districts report that they are still catching as many fish, yet most agree that their fishing effort has increased (Leenhardt, 2009), although there is some variation between districts. The varied perceptions about the health of fished stocks emphasize the difficulty of using such metrics to infer stock status. Responses are consistent with reefs that are either fully exploited or somewhat overexploited but show no evidence of collapse despite the heavy use"" -(Leedhardt 2016)",Moorea coral reef
